camera_id,Point,Location1,Location2,Camera Angle,SnapshotUrl
662b7f251afb9c00172dc8bc,POINT(106.697995662689 10.7767873576075),,Nam Kỳ Khởi Nghĩa - Nguyễn Du,,http://camera.thongtingiaothong.vn/api/snapshot/662b7f251afb9c00172dc8bc
6623ec826f998a001b252686,POINT(106.676613092422 10.8419361769392),,Nguyễn Oanh - Lê Đức Thọ,,http://camera.thongtingiaothong.vn/api/snapshot/6623ec826f998a001b252686
5deb576d1dc17d7c5515ad23,POINT(106.659903 10.763649),,Ba Tháng Hai - Lý Thường Kiệt,,http://camera.thongtingiaothong.vn/api/snapshot/5deb576d1dc17d7c5515ad23
587efb60b807da0011e33d5d,POINT(106.689192652702 10.8192748027252),Quận Gò Vấp,Phạm Văn Đồng - Lê Quang Định 1,75,http://camera.thongtingiaothong.vn/api/snapshot/587efb60b807da0011e33d5d
589ad89eb3bf7600110283ac,POINT(106.633611917496 10.8486167661312),Quận 12,Tô Ký (Tỉnh lộ 15) - Hẻm 146,135,http://camera.thongtingiaothong.vn/api/snapshot/589ad89eb3bf7600110283ac
662b5adc1afb9c00172d925b,POINT(106.629202365875 10.8235795946401),,Trường Chinh - Phan Huy Ích 1,,http://camera.thongtingiaothong.vn/api/snapshot/662b5adc1afb9c00172d925b
5701e22bc4350a1100e26f6c,POINT(106.699680089951 10.7671171078657),Quận 1,Nguyễn Công Trứ - Calmette 1,30,http://camera.thongtingiaothong.vn/api/snapshot/5701e22bc4350a1100e26f6c
5b87c386ca057700116404a6,POINT(106.715902090073 10.7710432140034),,Đường hầm (Đầu hầm Tp Thủ Đức),255,http://camera.thongtingiaothong.vn/api/snapshot/5b87c386ca057700116404a6
5d8cd542766c880017188948,POINT(106.757980585098 10.8511456568495),,Võ Văn Ngân - Đặng Văn Bi,150,http://camera.thongtingiaothong.vn/api/snapshot/5d8cd542766c880017188948
6623e8406f998a001b252465,POINT(106.692352294922 10.8031773894881),,Phan Đăng Lưu - Hoàng Hoa Thám,,http://camera.thongtingiaothong.vn/api/snapshot/6623e8406f998a001b252465
5875cef0b807da0011e33d14,POINT(106.632796525955 10.8134629721378),Quận Tân Bình,Trường Chinh - Phạm Văn Bạch 2,345,http://camera.thongtingiaothong.vn/api/snapshot/5875cef0b807da0011e33d14
5a823d555058170011f6eaa2,POINT(106.702115535736 10.7791113331904),,Lý Tự Trọng - Hai Bà Trưng 1,45,http://camera.thongtingiaothong.vn/api/snapshot/5a823d555058170011f6eaa2
595da2853dcfc400106f2883,POINT(106.698827147484 10.8601019727034),,Quốc lộ 1 - Đường 15 (1),,http://camera.thongtingiaothong.vn/api/snapshot/595da2853dcfc400106f2883
587c8183b807da0011e33d3f,POINT(106.662268638611 10.8013067666529),Quận Tân Bình,Hoàng Văn Thụ - Trần Quốc Hoàn,225,http://camera.thongtingiaothong.vn/api/snapshot/587c8183b807da0011e33d3f
5b632950fd4edb0019c7dc07,POINT(106.684874296188 10.7568773715932),,Nguyễn Văn Cừ - Trần Hưng Đạo 3,135,http://camera.thongtingiaothong.vn/api/snapshot/5b632950fd4edb0019c7dc07
5deb576d1dc17d7c5515ad06,POINT(106.699558 10.788566),,Đinh Tiên Hoàng - Nguyễn Đình Chiểu,,http://camera.thongtingiaothong.vn/api/snapshot/5deb576d1dc17d7c5515ad06
662b54711afb9c00172d8d4f,POINT(106.680099964142 10.8160870038835),,90 Nguyễn Thái Sơn,,http://camera.thongtingiaothong.vn/api/snapshot/662b54711afb9c00172d8d4f
5a8279865058170011f6eaef,POINT(106.677889823914 10.7275738904052),,Nguyễn Văn Linh - Phạm Hùng 2,330,http://camera.thongtingiaothong.vn/api/snapshot/5a8279865058170011f6eaef
662b4faa1afb9c00172d875e,POINT(106.649479866028 10.7497256871815),,Tháp Mười - Phạm Đình Hổ,,http://camera.thongtingiaothong.vn/api/snapshot/662b4faa1afb9c00172d875e
662a87641afb9c00172d24b0,POINT(106.580879688263 10.7492250102216),,Võ Trần Chí - Trần Văn Giàu 2,,http://camera.thongtingiaothong.vn/api/snapshot/662a87641afb9c00172d24b0
56de42f611f398ec0c4812a1,POINT(106.7747069 10.769926),Quận 2,Nút giao Mỹ Thủy 1,,http://camera.thongtingiaothong.vn/api/snapshot/56de42f611f398ec0c4812a1
63ae7669bfd3d90017e8f0d9,POINT(106.702179908752 10.7528720275909),,Khánh Hội - Cầu Kênh Tẻ,,http://camera.thongtingiaothong.vn/api/snapshot/63ae7669bfd3d90017e8f0d9
63b65e6abfd3d90017eaa361,POINT(106.754236221313 10.7903304548658),,Nguyễn Thị Định - Thân Văn Nhiếp,,http://camera.thongtingiaothong.vn/api/snapshot/63b65e6abfd3d90017eaa361
662a8fd41afb9c00172d2bac,POINT(106.732370853424 10.7045402040992),,Nguyễn Lương Bằng - Phạm Hữu Lầu,,http://camera.thongtingiaothong.vn/api/snapshot/662a8fd41afb9c00172d2bac
56f11afc3ac17b11001c504e,POINT(106.664215922356 10.8048741133609),Quận Tân Bình,Trường Sơn - Phan Đình Giót,180,http://camera.thongtingiaothong.vn/api/snapshot/56f11afc3ac17b11001c504e
5a825b7d5058170011f6ead4,POINT(106.700441837311 10.7282010989927),,Nguyễn Văn Linh - Nguyễn Hữu Thọ (3),15,http://camera.thongtingiaothong.vn/api/snapshot/5a825b7d5058170011f6ead4
5a6069238576340017d0661c,POINT(106.698435544968 10.8026188385378),,Bạch Đằng - Lê Quang Định,,http://camera.thongtingiaothong.vn/api/snapshot/5a6069238576340017d0661c
662b857b1afb9c00172dd106,POINT(106.699739098549 10.7920852162229),,Điện Biên Phủ - Nguyễn Bỉnh Khiêm,,http://camera.thongtingiaothong.vn/api/snapshot/662b857b1afb9c00172dd106
56de42f611f398ec0c481298,POINT(106.61993265152 10.7263616348268),Quận Bình Tân,Võ Văn Kiệt - An Dương Vương 1,120,http://camera.thongtingiaothong.vn/api/snapshot/56de42f611f398ec0c481298
63ae75f9bfd3d90017e8f097,POINT(106.683275699615 10.769072262419),,Cao Thắng – Võ Văn Tần 2,,http://camera.thongtingiaothong.vn/api/snapshot/63ae75f9bfd3d90017e8f097
65e0556b6b18080018db665e,POINT(106.694637537003 10.7689774034613),,Nguyễn Thái Học - Phạm Ngũ Lão,,http://camera.thongtingiaothong.vn/api/snapshot/65e0556b6b18080018db665e
63ae78ccbfd3d90017e8f1f9,POINT(106.683876514435 10.7558233388544),,Trần Hưng Đạo – Nguyễn Biểu 2,,http://camera.thongtingiaothong.vn/api/snapshot/63ae78ccbfd3d90017e8f1f9
662b81eb1afb9c00172dcc85,POINT(106.703939437866 10.7882331590867),,Nguyễn Thị Minh Khai - Nguyễn Bỉnh Khiêm 2,,http://camera.thongtingiaothong.vn/api/snapshot/662b81eb1afb9c00172dcc85
63b54d27bfd3d90017ea7ae5,POINT(106.787774562836 10.8581948267685),,Xa lộ Hà Nội - Đường D1,,http://camera.thongtingiaothong.vn/api/snapshot/63b54d27bfd3d90017ea7ae5
662a8cc51afb9c00172d2938,POINT(106.732006072998 10.7307995207108),,Huỳnh Tấn Phát - Phú Thuận,,http://camera.thongtingiaothong.vn/api/snapshot/662a8cc51afb9c00172d2938
587654d3b807da0011e33d36,POINT(106.767582893372 10.7625480044979),Quận 2,Võ Chí Công - Đường số 2,45,http://camera.thongtingiaothong.vn/api/snapshot/587654d3b807da0011e33d36
5990ffdbbec3b90016d2ad2d,POINT(106.713402271271 10.7705847317646),,Đường hầm (Đầu hầm Tp Thủ Đức),255,http://camera.thongtingiaothong.vn/api/snapshot/5990ffdbbec3b90016d2ad2d
5a8259035058170011f6eacf,POINT(106.700549125671 10.7291234621994),,Nguyễn Văn Linh - Nguyễn Hữu Thọ (1),180,http://camera.thongtingiaothong.vn/api/snapshot/5a8259035058170011f6eacf
63b54cffbfd3d90017ea7ad0,POINT(106.732392311096 10.8730512767713),,Tỉnh lộ 43 - Chân cầu Gò Dưa,,http://camera.thongtingiaothong.vn/api/snapshot/63b54cffbfd3d90017ea7ad0
589b4644b3bf7600110283ce,POINT(106.693124771118 10.8984214318454),Quận 12,Hà Huy Giáp - Cầu Phú Long 1,300,http://camera.thongtingiaothong.vn/api/snapshot/589b4644b3bf7600110283ce
63b54fe4bfd3d90017ea7ca2,POINT(106.775146722794 10.7701684082075),,Nút giao Mỹ Thủy (5),,http://camera.thongtingiaothong.vn/api/snapshot/63b54fe4bfd3d90017ea7ca2
63b54938bfd3d90017ea77f6,POINT(106.817160844803 10.8055485847835),,Nguyễn Duy Trinh - Lã Xuân Oai,,http://camera.thongtingiaothong.vn/api/snapshot/63b54938bfd3d90017ea77f6
6623ebd76f998a001b25264d,POINT(106.626455783844 10.8522309658882),,Quốc Lộ 1 - Tô Ký,,http://camera.thongtingiaothong.vn/api/snapshot/6623ebd76f998a001b25264d
5a6086e88576340017d0668a,POINT(106.594237089157 10.7485662234825),,QL1-Cty Pouyuen (1),150,http://camera.thongtingiaothong.vn/api/snapshot/5a6086e88576340017d0668a
586e2995f9fab7001111b0b5,POINT(106.716395616531 10.8075192972885),Quận Bình Thạnh,Ung Văn Khiêm - Nguyễn Gia Trí (D2),345,http://camera.thongtingiaothong.vn/api/snapshot/586e2995f9fab7001111b0b5
5d8cd98d766c88001718895a,POINT(106.751462817192 10.8533952979021),,Phạm Văn Đồng - Tô Ngọc Vân (hướng đi Bình Dương),300,http://camera.thongtingiaothong.vn/api/snapshot/5d8cd98d766c88001718895a
6623ee666f998a001b252726,POINT(106.640124320984 10.8442965283387),,Quang Trung - Phan Huy Ích,,http://camera.thongtingiaothong.vn/api/snapshot/6623ee666f998a001b252726
662b84c11afb9c00172dd0b5,POINT(106.696933507919 10.7817830924671),,Nguyễn Thị Minh Khai - Phạm Ngọc Thạch,,http://camera.thongtingiaothong.vn/api/snapshot/662b84c11afb9c00172dd0b5
662b51201afb9c00172d889a,POINT(106.60413980484 10.7654465210122),,Hương Lộ 2 - Mã Lò,,http://camera.thongtingiaothong.vn/api/snapshot/662b51201afb9c00172d889a
56df8198c062921100c143dd,POINT(106.773784160614 10.8492753334826),Quận Thủ Đức,Nút giao Thủ Đức (Võ Văn Ngân),120,http://camera.thongtingiaothong.vn/api/snapshot/56df8198c062921100c143dd
56de42f611f398ec0c481282,POINT(106.74994468689 10.7876851195878),Quận 2,Mai Chí Thọ - Đồng Văn Cống 2,225,http://camera.thongtingiaothong.vn/api/snapshot/56de42f611f398ec0c481282
5a6066608576340017d06617,POINT(106.647216081619 10.839438820585),,Quang Trung - Tân Sơn,210,http://camera.thongtingiaothong.vn/api/snapshot/5a6066608576340017d06617
6623ea416f998a001b25260a,POINT(106.681151390076 10.7971913554037),,Phan Đình Phùng - Nguyễn Trọng Tuyển,,http://camera.thongtingiaothong.vn/api/snapshot/6623ea416f998a001b25260a
662b872d1afb9c00172dd36a,POINT(106.677889823914 10.7878115903301),,Lê Văn Sỹ - Trần Quang Diệu,,http://camera.thongtingiaothong.vn/api/snapshot/662b872d1afb9c00172dd36a
6623e4b06f998a001b2522f1,POINT(106.686387062073 10.7703792050172),,Nguyễn Thị Minh Khai - Nguyễn Thượng Hiền,,http://camera.thongtingiaothong.vn/api/snapshot/6623e4b06f998a001b2522f1
56de42f611f398ec0c48127e,POINT(106.754064559937 10.8062546704304),Quận 2,Mai Chí Thọ - Võ Nguyên Giáp (Cát Lái cầu B),45,http://camera.thongtingiaothong.vn/api/snapshot/56de42f611f398ec0c48127e
595dd3a63dcfc400106f28a7,POINT(106.671018004417 10.8617667641718),,Quốc lộ 1 - Đường Tô Ngọc Vân 1,,http://camera.thongtingiaothong.vn/api/snapshot/595dd3a63dcfc400106f28a7
56f8d743025e9511002786c5,POINT(106.664929389954 10.8128675561166),Quận Tân Bình,Trường Sơn - Ga Quốc Nội 1,15,http://camera.thongtingiaothong.vn/api/snapshot/56f8d743025e9511002786c5
5a8266105058170011f6eadf,POINT(106.655761599541 10.7190774577163),,Nguyễn Văn Linh - Quốc lộ 50 (2),345,http://camera.thongtingiaothong.vn/api/snapshot/5a8266105058170011f6eadf
662b5afe1afb9c00172d9284,POINT(106.629813909531 10.8227260178037),,Trường Chinh - Phan Huy Ích 2,,http://camera.thongtingiaothong.vn/api/snapshot/662b5afe1afb9c00172d9284
5a82602c5058170011f6ead9,POINT(106.579173803329 10.8135788937036),,Vĩnh Lộc - Nguyễn Thị Tú 1,60,http://camera.thongtingiaothong.vn/api/snapshot/5a82602c5058170011f6ead9
585b2980c3f96200127dc502,POINT(106.727993488312 10.755127675229),Quận 7,Huỳnh Tấn Phát - Lưu Trọng Lư 2,225,http://camera.thongtingiaothong.vn/api/snapshot/585b2980c3f96200127dc502
662b56c51afb9c00172d9071,POINT(106.671742200851 10.8146485314923),,Bạch Đằng - Đặng Văn Sâm,,http://camera.thongtingiaothong.vn/api/snapshot/662b56c51afb9c00172d9071
63ae7a08bfd3d90017e8f285,POINT(106.673265695572 10.7710959130666),,Ba Tháng Hai - Lê Hồng Phong 1,,http://camera.thongtingiaothong.vn/api/snapshot/63ae7a08bfd3d90017e8f285
662a8b061afb9c00172d27d7,POINT(106.660873889923 10.7232729964823),,Nguyễn Văn Linh - đường số 1,,http://camera.thongtingiaothong.vn/api/snapshot/662a8b061afb9c00172d27d7
587ee7d7b807da0011e33d55,POINT(106.694852113724 10.8031879281753),Quận Bình Thạnh,Phan Đăng Lưu - Nơ Trang Long,180,http://camera.thongtingiaothong.vn/api/snapshot/587ee7d7b807da0011e33d55
5deb576d1dc17d7c5515ad17,POINT(106.698076 10.782987),,Nguyễn Thị Minh Khai - Hai Bà Trưng,,http://camera.thongtingiaothong.vn/api/snapshot/5deb576d1dc17d7c5515ad17
662b51a41afb9c00172d8926,POINT(106.601006984711 10.7763973916927),,Lê Văn Quới - Mã Lò,,http://camera.thongtingiaothong.vn/api/snapshot/662b51a41afb9c00172d8926
63ae7893bfd3d90017e8f1e1,POINT(106.707345843315 10.7643450880206),,Nguyễn Tất Thành - Lê Văn Linh,,http://camera.thongtingiaothong.vn/api/snapshot/63ae7893bfd3d90017e8f1e1
662a8b9e1afb9c00172d284d,POINT(106.585782766342 10.6882837981823),,đường dẫn cao tốc Thành Phố Hồ Chí Minh - Trung Lương - Tân Túc 1,,http://camera.thongtingiaothong.vn/api/snapshot/662a8b9e1afb9c00172d284d
662b5a401afb9c00172d91fc,POINT(106.6437292099 10.7980239271457),,Trường Chinh - Nguyễn Hồng Đào,,http://camera.thongtingiaothong.vn/api/snapshot/662b5a401afb9c00172d91fc
56df8544c062921100c143e6,POINT(106.665363907814 10.8136315853096),Quận Tân Bình,Trường Sơn - Ga Quốc Tế,240,http://camera.thongtingiaothong.vn/api/snapshot/56df8544c062921100c143e6
595ddb493dcfc400106f28b6,POINT(106.649731993675 10.8620881310764),,Quốc lộ 1 - Cầu vượt Tân Thới Hiệp 2,255,http://camera.thongtingiaothong.vn/api/snapshot/595ddb493dcfc400106f28b6
66b1c1f2779f740018673f0d,POINT(106.683179140091 10.7611040058688),,An Dương Vương - Nguyễn Văn Cừ,,http://camera.thongtingiaothong.vn/api/snapshot/66b1c1f2779f740018673f0d
5a60604f8576340017d0660b,POINT(106.686376333237 10.8243172516762),,Nguyễn Thái Sơn - Nguyễn Văn Nghi 2,30,http://camera.thongtingiaothong.vn/api/snapshot/5a60604f8576340017d0660b
5d8cd9cb766c88001718895c,POINT(106.751317977905 10.8536007677866),,Phạm Văn Đồng - Tô Ngọc Vân (hướng đi Sân bay),195,http://camera.thongtingiaothong.vn/api/snapshot/5d8cd9cb766c88001718895c
6623e6b86f998a001b2523b8,POINT(106.676344871521 10.7669642785384),,Lý Thái Tổ - Hồ Thị Kỷ,,http://camera.thongtingiaothong.vn/api/snapshot/6623e6b86f998a001b2523b8
5a8256315058170011f6eac9,POINT(106.709566712379 10.8133575888573),,Đinh Bộ Lĩnh - Nguyễn Xí,210,http://camera.thongtingiaothong.vn/api/snapshot/5a8256315058170011f6eac9
5ad064b498d8fc001102e26f,POINT(106.805992126465 10.827699912827),,Lã Xuân Oai - Cầu Tăng Long (2),150,http://camera.thongtingiaothong.vn/api/snapshot/5ad064b498d8fc001102e26f
58af8d68bd82540010390c2e,POINT(106.690700054169 10.7833376554873),Quận 3,Nam Kỳ Khởi Nghĩa - Điện Biên Phủ 2,45,http://camera.thongtingiaothong.vn/api/snapshot/58af8d68bd82540010390c2e
65e0552f6b18080018db6647,POINT(106.697888374329 10.7717072215258),,Lê Lai - Phan Chu Trinh,,http://camera.thongtingiaothong.vn/api/snapshot/65e0552f6b18080018db6647
66b1c22f779f740018673f6e,POINT(106.633923053741 10.7536309389593),,Vòng xoay Phú Lâm (2),,http://camera.thongtingiaothong.vn/api/snapshot/66b1c22f779f740018673f6e
662a8e121afb9c00172d2a3f,POINT(106.723868250847 10.7554228054478),,Huỳnh Tấn Phát - cầu Tân Thuận 1,,http://camera.thongtingiaothong.vn/api/snapshot/662a8e121afb9c00172d2a3f
662b5be91afb9c00172d939b,POINT(106.618773937225 10.8082464553192),,Lê Trọng Tấn - Tây Thạnh,,http://camera.thongtingiaothong.vn/api/snapshot/662b5be91afb9c00172d939b
5b728aafca0577001163ff7e,POINT(106.658910512924 10.7548430851016),,Hồng Bàng - Châu Văn Liêm,240,http://camera.thongtingiaothong.vn/api/snapshot/5b728aafca0577001163ff7e
63ae7966bfd3d90017e8f240,POINT(106.672096252441 10.7828791919741),,Cách Mạng Tháng Tám - Tô Hiến Thành,,http://camera.thongtingiaothong.vn/api/snapshot/63ae7966bfd3d90017e8f240
662b4efc1afb9c00172d86bc,POINT(106.667847633362 10.7525663544172),,Trần Hưng Đạo - Trần Phú,,http://camera.thongtingiaothong.vn/api/snapshot/662b4efc1afb9c00172d86bc
662b87551afb9c00172dd43a,POINT(106.683104038239 10.7848974801384),,Trần Quốc Thảo - Kỳ Đồng,,http://camera.thongtingiaothong.vn/api/snapshot/662b87551afb9c00172dd43a
5deb576d1dc17d7c5515ad21,POINT(106.668851 10.759539),,Nút giao Ngã sáu Nguyễn Tri Phương,,http://camera.thongtingiaothong.vn/api/snapshot/5deb576d1dc17d7c5515ad21
56de42f611f398ec0c481289,POINT(106.698285341263 10.7639024056841),Quận 1,Võ Văn Kiệt - Cầu Ông Lãnh 2,255,http://camera.thongtingiaothong.vn/api/snapshot/56de42f611f398ec0c481289
58ad69c4bd82540010390be7,POINT(106.680368185043 10.7993096663153),Quận Phú Nhuận,Nút giao Phú Nhuận 2 (Phan Đăng Lưu),240,http://camera.thongtingiaothong.vn/api/snapshot/58ad69c4bd82540010390be7
6623f5876f998a001b25291a,POINT(106.745932102203 10.8021340576256),,Võ Nguyên Giáp - quay đầu An Phú (1),,http://camera.thongtingiaothong.vn/api/snapshot/6623f5876f998a001b25291a
6623e2e16f998a001b252233,POINT(106.689380407333 10.7899088890498),,Hai Bà Trưng - Trần Quốc Toản,,http://camera.thongtingiaothong.vn/api/snapshot/6623e2e16f998a001b252233
63b54898bfd3d90017ea77ae,POINT(106.796894073486 10.7912052020479),,Nguyễn Duy Trinh - Bưng Ông Thoàn,,http://camera.thongtingiaothong.vn/api/snapshot/63b54898bfd3d90017ea77ae
63b549b8bfd3d90017ea782c,POINT(106.769192218781 10.8244331690453),,Đỗ Xuân Hợp - Tây Hòa,,http://camera.thongtingiaothong.vn/api/snapshot/63b549b8bfd3d90017ea782c
662b5b271afb9c00172d9296,POINT(106.640210151672 10.7999419950356),,Trường Chinh - Tân Hải,,http://camera.thongtingiaothong.vn/api/snapshot/662b5b271afb9c00172d9296
662a87df1afb9c00172d2522,POINT(106.585021018982 10.7478547321893),,Trần Văn Giàu - Nguyễn Cửu Phú,,http://camera.thongtingiaothong.vn/api/snapshot/662a87df1afb9c00172d2522
5a823bd55058170011f6eaa0,POINT(106.695860624313 10.7675334356397),,Trần Hưng Đạo - Nguyễn Thái Học 2,150,http://camera.thongtingiaothong.vn/api/snapshot/5a823bd55058170011f6eaa0
5a6085688576340017d06684,POINT(106.591758728027 10.756524271036),,QL1-Tỉnh lộ 10 (3),90,http://camera.thongtingiaothong.vn/api/snapshot/5a6085688576340017d06684
6623e88c6f998a001b25248b,POINT(106.676033735275 10.8111972234488),,Hoàng Minh Giám - Đăng Văn Sâm,,http://camera.thongtingiaothong.vn/api/snapshot/6623e88c6f998a001b25248b
63b54996bfd3d90017ea781a,POINT(106.774277687073 10.8167087590452),,Đỗ Xuân Hợp - Dương Đình Hội,,http://camera.thongtingiaothong.vn/api/snapshot/63b54996bfd3d90017ea781a
56de42f611f398ec0c481283,POINT(106.72761797905 10.775796632403),Quận 2,Mai Chí Thọ - Trần Não 1,225,http://camera.thongtingiaothong.vn/api/snapshot/56de42f611f398ec0c481283
662b57ec1afb9c00172d90e3,POINT(106.64838552475 10.8018284344744),,Cộng Hòa - Hoàng Hoa Thám,,http://camera.thongtingiaothong.vn/api/snapshot/662b57ec1afb9c00172d90e3
662b50571afb9c00172d87df,POINT(106.656239032745 10.7375142028136),,Quốc Lộ 50 - Bùi Minh Trực,,http://camera.thongtingiaothong.vn/api/snapshot/662b50571afb9c00172d87df
56df8274c062921100c143df,POINT(106.761032938957 10.8264933293527),Quận 9,Võ Nguyên Giáp - Tây Hòa 1,300,http://camera.thongtingiaothong.vn/api/snapshot/56df8274c062921100c143df
662b52131afb9c00172d8a23,POINT(106.606982946396 10.7581738268099),,Tỉnh lộ 10 - Mã Lò,,http://camera.thongtingiaothong.vn/api/snapshot/662b52131afb9c00172d8a23
5a6061fd8576340017d06613,POINT(106.596522331238 10.8885285926454),,Quang Trung - Trưng Nữ Vương,,http://camera.thongtingiaothong.vn/api/snapshot/5a6061fd8576340017d06613
6623f0246f998a001b252797,POINT(106.638236045837 10.7957475229889),,Âu Cơ - Lũy Bán Bích,,http://camera.thongtingiaothong.vn/api/snapshot/6623f0246f998a001b252797
6623f3436f998a001b252863,POINT(106.761660575867 10.8664976715355),,Phạm Văn Đồng - Kha Vạn Cân 1,,http://camera.thongtingiaothong.vn/api/snapshot/6623f3436f998a001b252863
66b1c311779f740018674083,POINT(106.634910106659 10.7543371464344),,Vòng xoay Phú Lâm (1),,http://camera.thongtingiaothong.vn/api/snapshot/66b1c311779f740018674083
662a896e1afb9c00172d2674,POINT(106.577425003052 10.7302724592873),,Võ Trần Chí - Trần Đại Nghĩa,,http://camera.thongtingiaothong.vn/api/snapshot/662a896e1afb9c00172d2674
662a8cfe1afb9c00172d296e,POINT(106.729581356049 10.7433433113335),,Huỳnh Tấn Phát - Trần Trọng Cung,,http://camera.thongtingiaothong.vn/api/snapshot/662a8cfe1afb9c00172d296e
587461c1b807da0011e33cc8,POINT(106.765501499176 10.8735570152435),Quận Thủ Đức,Quốc lộ 1 - Ngã tư Linh Xuân,240,http://camera.thongtingiaothong.vn/api/snapshot/587461c1b807da0011e33cc8
63ae76afbfd3d90017e8f106,POINT(106.699776649475 10.7579524811918),,Khánh Hội - Đường số 41,,http://camera.thongtingiaothong.vn/api/snapshot/63ae76afbfd3d90017e8f106
583f926761cfea0012cf68f1,POINT(106.786578297615 10.7599709364081),Quận 2,Nguyễn Thị Định - Cổng A Cảng Cát Lái,120,http://camera.thongtingiaothong.vn/api/snapshot/583f926761cfea0012cf68f1
56df81d8c062921100c143de,POINT(106.774009466171 10.8491804998734),Quận Thủ Đức,Nút giao Thủ Đức (trên cầu),45,http://camera.thongtingiaothong.vn/api/snapshot/56df81d8c062921100c143de
63ae73cebfd3d90017e8f00d,POINT(106.684364676476 10.7684240589462),,Nguyễn Thị Minh Khai - Cống Quỳnh,150,http://camera.thongtingiaothong.vn/api/snapshot/63ae73cebfd3d90017e8f00d
662a8a661afb9c00172d2762,POINT(106.610469818115 10.6939873445986),,Nguyễn Văn Linh - Quản Trọng Linh,,http://camera.thongtingiaothong.vn/api/snapshot/662a8a661afb9c00172d2762
5a6084898576340017d06680,POINT(106.590535640717 10.7642238774455),,QL1 - Tân Tạo Chợ Đệm 3,180,http://camera.thongtingiaothong.vn/api/snapshot/5a6084898576340017d06680
56de42f611f398ec0c48129b,POINT(106.611467599869 10.721839351587),Quận Bình Tân,Võ Văn Kiệt - Hồ Học Lãm 2,315,http://camera.thongtingiaothong.vn/api/snapshot/56de42f611f398ec0c48129b
586e2492f9fab7001111b0ab,POINT(106.675336360931 10.7955947082032),Quận Phú Nhuận,Nguyễn Văn Trỗi - Nguyễn Đình Chính,105,http://camera.thongtingiaothong.vn/api/snapshot/586e2492f9fab7001111b0ab
662b571d1afb9c00172d9083,POINT(106.660181879997 10.7892923479795),,Cách Mạng Tháng Tám - Phạm Văn Hai (2),,http://camera.thongtingiaothong.vn/api/snapshot/662b571d1afb9c00172d9083
62da3e620637a10017d70720,POINT(106.718176603317 10.8456979781692),,Quốc Lộ 13 - Đinh Thị Thi 2,,http://camera.thongtingiaothong.vn/api/snapshot/62da3e620637a10017d70720
5b0b7aba0e517b00119fd800,POINT(106.685367822647 10.7563714363383),,Nguyễn Văn Cừ - Trần Hưng Đạo 1,315,http://camera.thongtingiaothong.vn/api/snapshot/5b0b7aba0e517b00119fd800
63b54909bfd3d90017ea77e4,POINT(106.792902946472 10.7909838807122),,Nguyễn Duy Trinh - Võ Chí Công 2,,http://camera.thongtingiaothong.vn/api/snapshot/63b54909bfd3d90017ea77e4
662a8ddd1afb9c00172d2a0f,POINT(106.725064516068 10.752102573838),,Nguyễn Văn Linh - cầu Tân Thuận 2,,http://camera.thongtingiaothong.vn/api/snapshot/662a8ddd1afb9c00172d2a0f
5a8250cc5058170011f6eaba,POINT(106.78128361702 10.8445494220268),,Lê Văn Việt - Đình Phong Phú 1,120,http://camera.thongtingiaothong.vn/api/snapshot/5a8250cc5058170011f6eaba
5d8cd3b7766c880017188942,POINT(106.678184866905 10.7573411448313),,Lê Hồng Phong - Nguyễn Trãi,180,http://camera.thongtingiaothong.vn/api/snapshot/5d8cd3b7766c880017188942
56de42f611f398ec0c48129a,POINT(106.610904335976 10.722239929521),Quận Bình Tân,Võ Văn Kiệt - Hồ Học Lãm 1,135,http://camera.thongtingiaothong.vn/api/snapshot/56de42f611f398ec0c48129a
662b57711afb9c00172d90a7,POINT(106.649898290634 10.8017125083701),,Cộng Hòa - Đường A4,,http://camera.thongtingiaothong.vn/api/snapshot/662b57711afb9c00172d90a7
63b54968bfd3d90017ea7808,POINT(106.781616210938 10.7904358462274),,Nguyễn Duy Trinh - Đỗ Xuân Hợp,,http://camera.thongtingiaothong.vn/api/snapshot/63b54968bfd3d90017ea7808
56de42f611f398ec0c48127f,POINT(106.751103401184 10.791531914198),Quận 2,Mai Chí Thọ - Lương Định Của 1,60,http://camera.thongtingiaothong.vn/api/snapshot/56de42f611f398ec0c48127f
58df5016dc195800111e04bd,POINT(106.668566465378 10.8133259738659),Quận Tân Bình,Yên Thế - Hồng Hà,,http://camera.thongtingiaothong.vn/api/snapshot/58df5016dc195800111e04bd
5d8cdac3766c880017188962,POINT(106.645912528038 10.7970385413523),,Trường Chinh - Đồng Đen,195,http://camera.thongtingiaothong.vn/api/snapshot/5d8cdac3766c880017188962
587ef5dfb807da0011e33d59,POINT(106.679853200912 10.7928914544929),Quận Phú Nhuận,Nguyễn Văn Trỗi - Huỳnh Văn Bánh,240,http://camera.thongtingiaothong.vn/api/snapshot/587ef5dfb807da0011e33d59
662b85f51afb9c00172dd1c2,POINT(106.694197654724 10.7698416728609),,Nguyễn Thị Nghĩa - Lê Lai,,http://camera.thongtingiaothong.vn/api/snapshot/662b85f51afb9c00172dd1c2
63b54d5abfd3d90017ea7afe,POINT(106.755888462067 10.8266672041268),,Đường số 1 - Cảng Phước Long,,http://camera.thongtingiaothong.vn/api/snapshot/63b54d5abfd3d90017ea7afe
